code_dep,prix_m2
01,1886.4742931279231
02,1182.7934262725234
03,1009.4474318876207
04,1927.515904436861
05,2075.4423108367364
06,3199.9953005603734
07,1766.3995243951786
08,1112.2600079695735
09,1320.80551798945
10,1183.0368830729203
11,1337.4623127918967
12,1205.9131773763677
13,3363.9441706330736
14,1834.340451810558
15,1072.7766777087813
16,1121.974766654545
17,1574.2348395469721
18,1113.6359156293297
19,1183.7374887526998
21,1438.6509175101855
22,1291.897977678262
23,888.2066378066379
24,1419.7608506913953
25,1689.1800967175834
26,1977.4889165580319
27,1654.2557300234155
28,1569.833354846412
29,1402.6895099918545
2A,2770.92517574195
2B,2211.5619783906754
30,2006.0085547843848
31,1823.2213742979193
32,1322.5517650746303
33,1830.825627381577
34,2062.6592191849227
35,1568.1407077815816
36,959.4219943491399
37,1536.5077191831058
38,2100.677616161005
39,1342.2311367576535
40,1693.8875196938377
41,1298.991159078753
42,1475.9385146942598
43,1114.014657547235
44,1875.804291186995
45,1510.4376818779172
46,1442.9373430771534
47,1382.4886768744586
48,1431.8859805177988
49,1455.861402796338
50,1374.5948946099363
51,1485.4737145379627
52,904.0911654402851
53,1141.6205911050272
54,1344.122998754837
55,940.8115193735545
56,1606.1600358642622
58,964.0550688640695
59,1594.3339340419984
60,1870.2622458820624
61,1173.736399307772
62,1428.6533553760908
63,1333.102232422445
64,1678.4880741561994
65,1424.6944189041842
66,1818.4990754676023
69,2390.965778344039
70,1056.0391561143372
71,1280.608504301805
72,1242.8426909397904
73,2405.1463802211642
74,3326.719851314204
75,9110.33333333333
76,1627.3078026138712
77,2319.1240524888453
78,3008.2955175693105
79,1039.6687226780257
80,1405.1588862997999
81,1428.814020371814
82,1507.6282070124996
83,3076.5649792492413
84,2618.23079108235
85,1443.156452152909
86,1135.5908166485349
87,1112.7436473797063
88,1048.6047020183255
89,1210.3779670989334
90,1620.468956268034
91,2852.918197370181
92,5818.792483991067
93,3490.919068492286
94,4179.094107807462
95,2941.528320453456
